date,old_ticker,new_ticker
1/8/2005,ABRX,ABLSQ
29/7/2005,AHI,AHIZQ
28/7/2005,PBCP,STL
28/7/2005,SVIU,JMBA
13/7/2005,PLMO,PALM
7/7/2005,DVS,HBE
1/7/2005,LSSI,JDOGQ
30/6/2005,ZAPZ,ZAAP
30/6/2005,TPE,TECJQ
30/6/2005,SYI,SYBT
30/6/2005,MTMR,MDVN
30/6/2005,FLTK,FTK
30/6/2005,ENVA,ENVS
30/6/2005,COVD,DVW
29/6/2005,NSI,NTRI
29/6/2005,LTUP,BNVIQ
28/6/2005,GSLI,NOVT
28/6/2005,MNRD,BUF
27/6/2005,IPI,RTPRQ
27/6/2005,LENF,LAWEQ
24/6/2005,TCF,OVEN
22/6/2005,TFS,TFSIQ
22/6/2005,MODI,MOD
20/6/2005,HCO.U,MPCCQ
20/6/2005,BXX,BXXXQ
17/6/2005,NEIB,NIDB
15/6/2005,PXGC,LSCG
14/6/2005,USBCQ,UBMSQ
14/6/2005,SCY,SCYL
14/6/2005,JCC,JCCIY
10/6/2005,RCG,OTVLQ
10/6/2005,MSS,MEAS
10/6/2005,GULF,CXPO
10/6/2005,RELM,BKTI
9/6/2005,XFNE,NTS
8/6/2005,ADEO,ADEP
6/6/2005,FDVI,FDVF
2/6/2005,SE,SVELY
2/6/2005,CYME,NUOTQ
2/6/2005,NOI,NOV
1/6/2005,LYNX,SLXA
25/5/2005,DSWT,NPLA
23/5/2005,MILB,PTIX
16/5/2005,SVCW,KNVS
16/5/2005,GML,GMLI
16/5/2005,MJET,BLHI
5/5/2005,VDYS,PED
2/5/2005,MGG,MGM
29/4/2005,CPRD,IRD
15/4/2005,MOVE,TIXC
14/4/2005,FPWR,FPWBQ
12/4/2005,EZM,EZEM
5/4/2005,PHC,RNST
1/4/2005,GEB,INO
1/4/2005,SLS,IIN
31/3/2005,ALPN,FFNM
30/3/2005,ESH,ESHB
29/3/2005,HLFC,HLFN
25/3/2005,SPEA,CKXE
24/3/2005,ACTY,ALTO
14/3/2005,MIMS,OPCH
7/3/2005,USV,TSY
7/3/2005,SHD,SHDBQ
3/3/2005,HNV,HNVD
22/2/2005,WEFC,WEFP
18/2/2005,IBD,IBDI
18/2/2005,CCON,IBDI
14/2/2005,NVDC,BPZRQ
10/2/2005,SOST,PRXIQ
9/2/2005,VMTI,SHSO
9/2/2005,POIX,PONE
9/2/2005,CBAK,ATIS
8/2/2005,RKY,TAP
31/1/2005,XNNC,XNNHQ
31/1/2005,GTEL,WSGI
31/1/2005,WIN,WNDXQ
31/1/2005,TWR,TWRAQ
31/1/2005,TMXN,TMYEQ
31/1/2005,KMRT,SHLDQ
31/1/2005,DMN,PYXSQ
31/1/2005,MJES,PTEIQ
31/1/2005,HTM,OTRKQ
31/1/2005,GBXX,NGI
31/1/2005,NAX,NAXG
31/1/2005,MNS,MSCS
31/1/2005,ICPH,IRMC
31/1/2005,CGIH,INUV
31/1/2005,TGCI,DWSN
31/1/2005,DENG,DUNRQ
31/1/2005,HNNSQ,AIRI
28/1/2005,ROV,SPCBQ
28/1/2005,GCFC,CFBK
28/1/2005,AOGI,AEZ
27/1/2005,FNT,FNTP
27/1/2005,AEXCA,AMPXQ
25/1/2005,WHX,WHXCQ
25/1/2005,LCC,RGLOF
24/1/2005,NHLC,NHTC
24/1/2005,DNYY,DENN
19/1/2005,HUGO,TRQ
19/1/2005,SQMA,SQMCY
14/1/2005,HYPD,HDYNQ
7/1/2005,ZTEL,TNSIQ
7/1/2005,SOS,SOSO
7/1/2005,ACD,ASCD
6/1/2005,WEB,WEBC
6/1/2005,SYYS,SYS
6/1/2005,VDAT,ONSM
6/1/2005,CUIS,CUSI
5/1/2005,MJSH,PTEIQ
4/1/2005,ILGN,ILIU
4/1/2005,FTD,FDI
4/1/2005,MCBK,CJBK
4/1/2005,GWAQU,CAST
3/1/2005,TLKP,TPLQ
3/1/2005,PTEK,PGI
3/1/2005,TRBO,OVEN
3/1/2005,HDWR,HW
3/1/2005,VWKS,AMCS
3/1/2005,AKRN,AKRXQ
29/12/2006,PNWP,CHLN
28/12/2006,CGN,THNKQ
28/12/2006,QMM,QMMI
27/12/2006,PLB,AIPC
22/12/2006,VIR,VIRC
22/12/2006,PLRA,PYRAQ
22/12/2006,NGRU,BPOM
21/12/2006,IMNR,OCHTQ
19/12/2006,UARM,UAA
18/12/2006,EBHC,EBHIQ
15/12/2006,SCDE,KS
15/12/2006,JLN,JCLY
14/12/2006,TRIN,TNSIQ
14/12/2006,RHAT,RHT
14/12/2006,PGWC,PGSW
14/12/2006,KOR,KORIY
14/12/2006,INITQ,ILNTQ
14/12/2006,FNT,FNF
13/12/2006,MTOR,MSVP
12/12/2006,USGL,MUX
11/12/2006,WMTN,FEEDQ
7/12/2006,NOVT,NVTP
6/12/2006,LFLT,LFVN
6/12/2006,SVI,JMBA
5/12/2006,QGI,QSGI
5/12/2006,EMA,EMAN
4/12/2006,INCX,LOCMQ
4/12/2006,DNTK,GOVX
4/12/2006,FJC,FJCC
4/12/2006,ALA,ALU
1/12/2006,SAUP,SORL
1/12/2006,ESA.U,ESOA
1/12/2006,HLSH,EHC
1/12/2006,EGGSQ,EGHDQ
1/12/2006,RBCV,ATNY
1/12/2006,DMED,ABDS
30/11/2006,SALN,SLNM
29/11/2006,MPAQU,GTT
29/11/2006,ATGI,AHAG
17/11/2006,UBCD,CFCB
14/11/2006,AETH,NEXC
2/11/2006,BKWW,CAPEQ
30/10/2006,EVLO,CDIIQ
23/10/2006,CVGR,ENCO
17/10/2006,MPAQ,GTT
12/10/2006,MHOI,UNCLQ
6/10/2006,HAF,HALL
6/10/2006,SFO,COHN
4/10/2006,SBB,SBBX
3/10/2006,ORBM,GEOY
29/9/2006,ZP,ZAAP
29/9/2006,GTE,WSGI
29/9/2006,SMTKQ,STKTQ
29/9/2006,PMDX,RDNT
29/9/2006,NVAO,NBFAQ
29/9/2006,KUL,KUHM
29/9/2006,ACSH,GNOW
29/9/2006,GOKN,GEOKQ
28/9/2006,AXYX,RPTP
28/9/2006,DSS,QMCO
28/9/2006,GEG,GEGQQ
28/9/2006,KFX,EVEIQ
27/9/2006,PATY,CGUE
25/9/2006,WDPT,WYY
22/9/2006,ELCY,LIME
20/9/2006,MMGG,SVBL
19/9/2006,SLS,SLSZQ
19/9/2006,ROW,ROWC
18/9/2006,CXPI,CXPO
15/9/2006,CYB,CYBI
14/9/2006,SPSC,HNIN
14/9/2006,EDA.U,APPCQ
14/9/2006,AOM,ANOR
13/9/2006,IIP,INAPQ
13/9/2006,NGSY,EPM
13/9/2006,CSR,CS
12/9/2006,BKF,BKFG
11/9/2006,DPII,INFI
8/9/2006,MSS,MLSS
7/9/2006,ELU,ELURQ
7/9/2006,HIV,CBMC
6/9/2006,MGCT,WATG
6/9/2006,FRNS,FTWRQ
6/9/2006,BCM,CM
6/9/2006,CD,CAR
6/9/2006,DSSI,ACFN
5/9/2006,RHEO,TEAR
1/9/2006,PHSM,LSTA
1/9/2006,ACDI,KADR
1/9/2006,FAL,FALB
1/9/2006,ENC,ENCZQ
25/8/2006,MTXC,UWBKQ
25/8/2006,IMCO,FSYS
22/8/2006,FTGP,OIVO
17/8/2006,AJKM,CVVT
8/8/2006,GDRE,CTSO
3/8/2006,V,VIVHY
19/7/2006,DWMA,GAHC
14/7/2006,MLNK,ARGA
10/7/2006,DMAX,FMRX
7/7/2006,SCST,SAIA
6/7/2006,HLR,SUTMQ
6/7/2006,KLU,KLUCQ
5/7/2006,FFFS,FCLF
30/6/2006,VCG,WINMQ
30/6/2006,URNZ,URZ
30/6/2006,LANV,STRM
30/6/2006,VYRX,SCWO
30/6/2006,ICOHA,PCOA
30/6/2006,CWPC,OBQI
30/6/2006,JVPH,JAV
30/6/2006,N,INCLF
30/6/2006,HOM,HSOA
30/6/2006,HDI,HOG
30/6/2006,CBIZ,CBZ
29/6/2006,TOO,TWB
29/6/2006,SWB,SWBI
29/6/2006,HGCM,HUGH
29/6/2006,AVM,AMAG
28/6/2006,SFCC,PDGI
28/6/2006,HRZO,HOFF
27/6/2006,IFO,SIMPQ
27/6/2006,RTC,RIVT
27/6/2006,NURM,ELLO
26/6/2006,FHRI,FLL
23/6/2006,SCHK,SIRO
23/6/2006,BFF,BVH
22/6/2006,VSHI,VSTH
21/6/2006,HELX,HLX
21/6/2006,XTHN,GLNHQ
21/6/2006,HAQ.U,ALT
20/6/2006,FHRX,SCRX
20/6/2006,PXHB,PRXIQ
20/6/2006,NERX,PARD
20/6/2006,HAPNU,INFU
20/6/2006,BLI,BIGGQ
20/6/2006,CGTK,ANSVQ
19/6/2006,DMH,DMHYY
16/6/2006,ELC,LIME
16/6/2006,AXJ,AXMP
15/6/2006,URIX,WWR
15/6/2006,ENPO,EPCN
14/6/2006,IMSI,BCAS
13/6/2006,GMRK,GLFMQ
12/6/2006,PYOL,YUMAQ
12/6/2006,WLS,WLSM
12/6/2006,GGI,GEO
12/6/2006,CURN,CRNM
8/6/2006,HYNI,HAYN
6/6/2006,TARG,TLG
6/6/2006,APGO,HIL
6/6/2006,DYTK,DYNK
6/6/2006,AIX,CNVS
2/6/2006,KEG,KEGX
2/6/2006,PFTR,ACER
1/6/2006,IXDP,WT
1/6/2006,SFBD,SBN
23/5/2006,ANK,ATNI
18/5/2006,NBP,OKS
18/5/2006,CRTQ,KNTH
17/5/2006,ASFT,VRCC
15/5/2006,SZI,XPO
10/5/2006,TBNC,SUPR
10/5/2006,COLT,CLTZF
5/5/2006,KSWW,KSW
4/5/2006,TSET,CPHI
28/4/2006,BVC,GLK
27/4/2006,PBIZ,GFSI
25/4/2006,BLHL,BLHI
19/4/2006,TLD,TLDAY
19/4/2006,UFBS,PCBS
17/4/2006,ASHN,AIRI
11/4/2006,AVN,AVNR
5/4/2006,MAX,MYAG
5/4/2006,CNF,CNW
27/3/2006,BUN,KIDSQ
24/3/2006,XCYT,BGMS
15/3/2006,NSB,ASFN
14/3/2006,IOP,IOSP
13/3/2006,TLWT,VMED
13/3/2006,FTSTQ,FTAR
8/3/2006,AGI,BYI
28/2/2006,SOLI,XPL
28/2/2006,HBX,TLON
28/2/2006,SHR,SHRGY
28/2/2006,OCCM,OCNW
28/2/2006,MAJR,MJRC
28/2/2006,HTL,HTLLQ
28/2/2006,DCN,DCNAQ
28/2/2006,CRHCY,CRH
28/2/2006,CBBT,CBAT
28/2/2006,AKCA,ABEO
27/2/2006,PKS,SIXFQ
27/2/2006,HMT,HST
27/2/2006,AC,AB
24/2/2006,OTV,OTVLQ
23/2/2006,KHLM,KUHM
22/2/2006,TWH,TWHR
22/2/2006,CDIS,HLX
22/2/2006,TEGY,HKRSQ
22/2/2006,COI,CCOI
21/2/2006,AVRN,AVTI
17/2/2006,XOCM,XOHO
17/2/2006,VTA,VTAIQ
17/2/2006,IFSC,SCLL
16/2/2006,CGPN,SKBI
16/2/2006,TOX,MTOX
16/2/2006,IESR,IESC
16/2/2006,FSVP,GDLN
15/2/2006,SOSA,SUBCY
14/2/2006,PRCT,MHRCQ
14/2/2006,QRUS,CMFV
13/2/2006,TMI,TISI
13/2/2006,PLE,PCLB
10/2/2006,RLO,RGLOF
10/2/2006,MCMP,MACM
10/2/2006,PLLK,FSIN
10/2/2006,CEAC,ETWC
9/2/2006,DOR,SNGX
8/2/2006,OLYD,NHLD
6/2/2006,SCDEU,KS
6/2/2006,CEY,FIS
6/2/2006,AKC,ABEO
1/2/2006,AMHC,TVTY
1/2/2006,PRG,PRLE
27/1/2006,UNA,IN
27/1/2006,CYL,CPBK
26/1/2006,OLG,BRSWQ
18/1/2006,LBRT,LBTE
9/1/2006,OTL,IOSP
6/1/2006,CYPC,SQBGQ
6/1/2006,ARVT,CRXM
5/1/2006,PNB,SAMB
3/1/2006,BDEI,BDLN
28/12/2007,PLRS,PLUR
28/12/2007,EFH,JLIC
28/12/2007,CARZ,ITP
27/12/2007,IFTH,SVUL
21/12/2007,APAT,CLFD
20/12/2007,MLEX,SEII
20/12/2007,PFDC,PBNI
20/12/2007,GNCI,GENC
19/12/2007,ICNR,CVVT
18/12/2007,MZT,MZTH
14/12/2007,FACT,GLCH
6/12/2007,SHJ,TPUTQ
5/12/2007,GRMK,FDNHQ
27/11/2007,WPSC,ESMK
26/11/2007,IYSA,CNYD
14/11/2007,IGPN,BNNX
5/11/2007,LPA,LPAD
1/11/2007,TPO,TPOSQ
31/10/2007,XCPL,XCRP
31/10/2007,PTT,VCGH
31/10/2007,LIV,SPHC
31/10/2007,SEO,SEOAY
31/10/2007,NFI,NOVC
31/10/2007,ACA,MANF
31/10/2007,JLHY,LYRI
31/10/2007,POSH,KIDSQ
31/10/2007,ZHNP,HOGS
31/10/2007,GUFR,GURE
31/10/2007,WIZD,FABU
31/10/2007,DIL,DYAI
31/10/2007,DFC,DFCLQ
31/10/2007,BIOM,CASC
31/10/2007,CLIK,BCDA
31/10/2007,AHYS,ATHXQ
30/10/2007,TNF.U,TNF
30/10/2007,SYM,SYMSQ
30/10/2007,MMA,MMAC
30/10/2007,LVDL,LIVE
30/10/2007,HAPN,INFU
30/10/2007,BOW,ABWTQ
29/10/2007,SNTKY,SNKTY
29/10/2007,ECMV,PERFQ
29/10/2007,CEUC,CAST
29/10/2007,IDP,ACGN
26/10/2007,LSGP,LSCG
26/10/2007,IAN.U,IAN
26/10/2007,CGS,CHYR
26/10/2007,TES,ATEL
25/10/2007,PAM,PACC
25/10/2007,ICOPQ,ICPXQ
25/10/2007,CAFE,ENLU
24/10/2007,KHDH,SRL
22/10/2007,TTPY,TOMO
19/10/2007,WLM,WMANQ
19/10/2007,HINT,HIL
19/10/2007,CTPS,CPAH
18/10/2007,NHY,NHYDY
17/10/2007,SUOT,TORZ
17/10/2007,METH,MEI
16/10/2007,KT,KATYQ
16/10/2007,EN,ENSTY
16/10/2007,INNO,CTRCQ
15/10/2007,HAQ,ALT
12/10/2007,TCOM,SBAY
12/10/2007,LMEC,LIME
12/10/2007,IGMI,GMOLQ
11/10/2007,PASW,VHC
11/10/2007,CHR,SCRJY
5/10/2007,INTN,MARK
4/10/2007,LRW,TBI
3/10/2007,NASI,NASMQ
3/10/2007,SONT,ECTE
3/10/2007,MVSI,APPS
2/10/2007,IQW,WCPSF
2/10/2007,DHBT,PBSOQ
2/10/2007,ADGO,ADGF
1/10/2007,FAAC,TSSI
1/10/2007,POP,PTBTQ
1/10/2007,CNCA,HOLI
1/10/2007,AHM,AHMIQ
28/9/2007,BAY,BAYRY
27/9/2007,PUB,PUBGY
25/9/2007,CITN,XCRP
24/9/2007,LR,LFRGY
20/9/2007,ACP,IEP
14/9/2007,VNX,EGT
10/9/2007,EON,EONGY
22/8/2007,FIA,FIATY
17/8/2007,PNO,PNOT
17/8/2007,CIPH,AWHL
16/8/2007,EVSI,WTCT
7/8/2007,PXT,ARGO
7/8/2007,UCLP,APLP
1/8/2007,ITLA,IMPCQ
31/7/2007,VLTS,URGP
31/7/2007,URME,UEC
31/7/2007,MNCP,TSTRQ
31/7/2007,TOA,TOUSQ
31/7/2007,TKP,TKPPY
31/7/2007,ALT,SYNI
31/7/2007,HDTV,SPLT
31/7/2007,AZMN,SFEG
31/7/2007,TRBM,PRXM
31/7/2007,PRNW,PKT
31/7/2007,NRLS,PALI
31/7/2007,LXBK,NBBC
31/7/2007,NEOI,LSTA
31/7/2007,ARC,HTH
31/7/2007,GSHO,GSIH
31/7/2007,DCX,DDAIF
31/7/2007,IRAE,CTFO
31/7/2007,CDTP,CRXM
31/7/2007,CYRO,CHYR
31/7/2007,CTEX,CETX
31/7/2007,CAPS,CAPI
31/7/2007,AGAX,AGX
30/7/2007,VGNI,VRGE
30/7/2007,TOPT,TOPS
30/7/2007,TLN,TALN
30/7/2007,SBEI,NEON
30/7/2007,CHND,CDIIQ
27/7/2007,MLEA,TKOMY
27/7/2007,TAG,TALN
27/7/2007,WFII,KTOS
27/7/2007,CRDM,CADMQ
26/7/2007,RHA,RHAYY
26/7/2007,DFXN,CMFV
26/7/2007,TSAI,ACIW
25/7/2007,SZE,SZEZY
25/7/2007,SIR,SIRV
25/7/2007,KHK,KHKH
24/7/2007,YPNT,LIVE
23/7/2007,AHO,ADRNY
20/7/2007,APNB,RIOT
20/7/2007,GSCP,GSB
19/7/2007,FHCO,VERU
19/7/2007,OMR,OMEX
19/7/2007,MEM,MERR
19/7/2007,HMB,HMBNQ
18/7/2007,KEGS,KEGX
17/7/2007,EVSY,WTCT
17/7/2007,ONH,ORNHQ
16/7/2007,NATK,NAMC
16/7/2007,AGFI,FEEDQ
13/7/2007,WSSI,VSCN
13/7/2007,DA,DANOY
11/7/2007,BCSR,BCAS
9/7/2007,CRB,ACNI
5/7/2007,CLDS,CDTI
5/7/2007,BBA,BBAO
3/7/2007,SACQU,WWAY
3/7/2007,XWG,WIRX
3/7/2007,UHCO,UAM
2/7/2007,GVBK,SFST
2/7/2007,RI,RT
2/7/2007,SYXI,IXYS
2/7/2007,FMXI,FMXLQ
2/7/2007,GLDS,AIRI
29/6/2007,BOO,RBI
28/6/2007,PQE,VLCY
26/6/2007,UAG,PAG
21/6/2007,GCPO,CHMO
20/6/2007,DVSA,VRNM
20/6/2007,EXJF,HWBK
20/6/2007,XNR,FRM
13/6/2007,EXEG,OPK
12/6/2007,FIZ,FIZZ
6/6/2007,HEC,HKNI
4/6/2007,WRP,REIS
30/5/2007,FBST,EFOI
23/5/2007,AVNC,MBRKQ
16/5/2007,AATK,SLNG
15/5/2007,BLSI,ALSE
9/5/2007,ANUI,IDEXQ
4/5/2007,NWRG,BAGL
30/4/2007,PPEX,TOVX
30/4/2007,TWW,TMRK
30/4/2007,SGAT,SDTHQ
30/4/2007,RG,RCI
30/4/2007,NWBT,NWBO
30/4/2007,NVBF,NBFAQ
30/4/2007,MMCY,MMCE
30/4/2007,MII,MIIS
30/4/2007,NDE,IDMCQ
30/4/2007,HQSB,HQSM
30/4/2007,HTI,HALO
30/4/2007,EGLT,EVKG
30/4/2007,ICCA,ESIC
30/4/2007,BFT,BFTH
30/4/2007,AXO,AXSO
27/4/2007,PPXP,TOVX
27/4/2007,ENFN,MKTSQ
26/4/2007,UVIH,UVE
25/4/2007,LQU,QULMY
25/4/2007,FD,M
25/4/2007,AAA,AAAGY
24/4/2007,GIF,SELF
24/4/2007,CAPR,CAPI
23/4/2007,MMCN,MMCE
20/4/2007,LEXG,LXRX
20/4/2007,HGO,HUSA
20/4/2007,ISRY,CATX
16/4/2007,TWTR,THEGQ
16/4/2007,IMRP,OCHTQ
16/4/2007,ENY,ENYNF
13/4/2007,VSF,VFPI
11/4/2007,MVEU,SMVE
10/4/2007,DOTX,WNEA
10/4/2007,SUPVA,RVLT
10/4/2007,BDSB,BDBD
9/4/2007,QD,QMDC
9/4/2007,BBC,BBCZ
5/4/2007,EAG,EAGB
4/4/2007,PPK,PPKZ
3/4/2007,PONN,PONE
3/4/2007,VLI,NS
3/4/2007,DRMS,DRJ
3/4/2007,ARCS,ARCW
2/4/2007,MPNC,PTIX
2/4/2007,CLEC,PAET
2/4/2007,ECR,ECRO
2/4/2007,AKN,AKRXQ
30/3/2007,CNVN,CRTP
29/3/2007,SPCO,ERPS
27/3/2007,HYDQU,ESSX
15/3/2007,CPSX,CPSH
9/3/2007,UTNF,WUHN
9/3/2007,PRH,CHUC
8/3/2007,CHDW,CREG
27/2/2007,PCES,CONM
23/2/2007,WPS,TEG
22/2/2007,OTIX,PLX
20/2/2007,AQR,JAZ
20/2/2007,DSFX,GURE
16/2/2007,UPRO,CFSG
14/2/2007,EXBY,MGXX
12/2/2007,BRB,BRBW
8/2/2007,NTLI,VMED
6/2/2007,GWAQ,CAST
2/2/2007,LVEL,CICN
31/1/2007,VCYA,VPGI
31/1/2007,STA,TRV
31/1/2007,SVL,SVLF
31/1/2007,SBK,SAMB
31/1/2007,RAQC,RLOGQ
31/1/2007,RADI,RADA
31/1/2007,BULK,NM
31/1/2007,GEX,NGI
31/1/2007,HKF,HKFIQ
31/1/2007,FMXIQ,FMXLQ
31/1/2007,ERTH,ESHEQ
31/1/2007,CSN,CSNY
31/1/2007,AEOS,AEO
30/1/2007,KBLH,SUMR
30/1/2007,QKBY,SRNEQ
30/1/2007,PIHC,PHC
29/1/2007,PCIS,AUSA
26/1/2007,GSTL,GNKOQ
26/1/2007,FORG,ASUR
25/1/2007,TACX,HMNY
24/1/2007,NEW,NEWCQ
24/1/2007,ESOLQ,EPYSQ
22/1/2007,MHG,MHGU
19/1/2007,STG,SGRZ
19/1/2007,ACTMQ,AMNUQ
19/1/2007,MXRE,ALTE
17/1/2007,GGY,CGGYY
16/1/2007,MDV,MDVN
16/1/2007,IPR,IPRPY
16/1/2007,BPZI,BPZRQ
12/1/2007,RGF,RGFCQ
12/1/2007,CDSS,GRMS
10/1/2007,WLV,WLVTQ
9/1/2007,HCO,MPCCQ
8/1/2007,WGII,WNG
8/1/2007,MSHT,MGTI
5/1/2007,CMMD,MOC
4/1/2007,CBCF,CRBC
3/1/2007,IBPI,RDEA
3/1/2007,ET,ETFC
17/12/2008,PVTCY,PFFVF
1/12/2008,SCU,SCUEF
28/11/2008,TMY,TMYEQ
28/11/2008,TMA,THMRQ
28/11/2008,TFR,TFRFF
28/11/2008,SCA,SYCRF
28/11/2008,SPC,SPCBQ
28/11/2008,ONI,OGEN
28/11/2008,MRN,MSNWQ
28/11/2008,JBX,JACK
28/11/2008,IMH,IMPH
28/11/2008,IAR,IDARQ
28/11/2008,CRZ,CYRV
28/11/2008,BRGP,BGPTQ
26/11/2008,WDG,WDGH
26/11/2008,AID,LAWEQ
26/11/2008,EXXB,EXEXB
26/11/2008,EXXA,EXEXA
26/11/2008,CLHB,CLH
25/11/2008,TTP,TTNP
25/11/2008,RGA.A,RGA
25/11/2008,ERI,EMRI
25/11/2008,MWRK,DESTQ
25/11/2008,EGR,CMNR
24/11/2008,PLC,VIVE
24/11/2008,DSL,DWNFQ
21/11/2008,SPAZ,SPZR
21/11/2008,BPG,BPIGF
21/11/2008,BE,BGPTQ
20/11/2008,JVI,VPGI
20/11/2008,SRP,NVE
20/11/2008,NLN,NLMP
20/11/2008,WXCP,HNH
20/11/2008,CPI,CPTP
18/11/2008,ACW,AURDQ
18/11/2008,LRP,APTOF
18/11/2008,ANE,ACNI
17/11/2008,AITP,AIPC
14/11/2008,CC,CCTYQ
14/11/2008,AMC,AMOAQ
13/11/2008,TUX,TUXS
13/11/2008,UCNN,SAAS
12/11/2008,USS,USSPQ
12/11/2008,MNST,MWW
12/11/2008,SOLD,LEDR
12/11/2008,ECI,ECIA
10/11/2008,HLEX,CHSI
10/11/2008,BVIS,BVSN
7/11/2008,GTEM,WSGI
7/11/2008,VSE,VSUNQ
6/11/2008,HYDQ,ESSX
6/11/2008,MICG,ECNG
5/11/2008,PTA,PTYA
4/11/2008,MPZ,MPCCQ
3/11/2008,TRX,TRXAQ
3/11/2008,TYNP,TPIY
3/11/2008,SRG,SHIP
3/11/2008,THK,INUV
3/11/2008,GOT,GOTTQ
3/11/2008,XNL,GLNHQ
3/11/2008,CAIGY,EBR.B
3/11/2008,CSK,CSKEQ
3/11/2008,FLT,APLD
29/10/2008,DWT,BBLKF
22/10/2008,FBTC,FIRT
20/10/2008,CKST,BCDA
16/10/2008,PP,TOVX
15/10/2008,LEH,LEHMQ
1/10/2008,MXEX,NXTP
30/9/2008,TRY,WEN
30/9/2008,WM,WAMUQ
30/9/2008,REX,VRXMF
30/9/2008,SOSA,VALV
30/9/2008,CMGI,STCN
30/9/2008,MC,PCRFY
30/9/2008,ALEX,MATX
30/9/2008,EMGP,LZR
30/9/2008,GHS,GHSEQ
30/9/2008,FXX,FXBY
30/9/2008,CAIFY,EBR
30/9/2008,BZP,BPZRQ
29/9/2008,GNB,NGBF
29/9/2008,XSI,GNOW
29/9/2008,AVAN,CLDX
26/9/2008,SEAB,SBX
24/9/2008,MSI,FOHL
23/9/2008,APIO,ATNY
19/9/2008,TMI.U,CCME
18/9/2008,CSY,CSKI
16/9/2008,ETLK,TEUM
16/9/2008,PV,PFFVF
16/9/2008,GKNT,GEOKQ
16/9/2008,DFIB,CSCX
16/9/2008,CTU,CHADQ
16/9/2008,CTSC,ASXC
15/9/2008,HCIIU,HCI
12/9/2008,OOO.U,SGS
12/9/2008,CIO.U,GVFG
12/9/2008,CVN,CVNSQ
11/9/2008,HLD.U,ULEIQ
10/9/2008,FMP,TSRE
9/9/2008,LTR,L
8/9/2008,CTE,ASNB
5/9/2008,CU,CCU
5/9/2008,QBIK,CBNRQ
4/9/2008,LTXX,XCRA
4/9/2008,VTG.U,VTGDF
3/9/2008,IVOW,SHSO
3/9/2008,RGRP,KITDQ
2/9/2008,WCI,WCIMQ
2/9/2008,SXC,STN
2/9/2008,PFAP,ERINQ
2/9/2008,IHP,DIN
25/8/2008,UFYC,DAEG
8/8/2008,WAUW,WSBF
7/8/2008,SNUS,ACHV
6/8/2008,VYXC,SCWO
6/8/2008,ANLT,AXIHQ
30/7/2008,IDCP,NDCP
30/7/2008,LNOP,EZCH
21/7/2008,CZN,FTRCQ
16/7/2008,EVGY,EVKG
30/6/2008,UHCP,GLRP
30/6/2008,CARN,DSIIQ
26/6/2008,HOOK,BREW
25/6/2008,DAGM,LOAN
25/6/2008,WHT,CKGRQ
16/6/2008,EPIK,TAMB
16/6/2008,MFIC,MFLU
12/6/2008,ADSX,VTEQ
10/6/2008,MBSC,SMTI
9/6/2008,NSTK,ATRX
30/5/2008,PFB,PFFBQ
30/5/2008,NTI,NTIC
30/5/2008,NNPP,NMGX
30/5/2008,CLN,IMNN
30/5/2008,IMB,IDMCQ
30/5/2008,KAL,CLSP
30/5/2008,RCH,CCGM
30/5/2008,ABP,AXAS
29/5/2008,ZL,ZARLF
28/5/2008,PRZ,PRXZ
28/5/2008,VCC,MNTX
27/5/2008,CIFS,TAOP
27/5/2008,AEN,AUSPF
23/5/2008,IRETS,CSR
22/5/2008,FMNT,RELYQ
22/5/2008,NIS,NISGY
21/5/2008,LNX,LENXQ
20/5/2008,BDOG,WALKQ
20/5/2008,SVN,SUTMQ
20/5/2008,RXHN,IRD
20/5/2008,ABXA,ATSG
15/5/2008,FCBP,PACW
14/5/2008,LEV,WDGH
14/5/2008,URX.U,URX
14/5/2008,IW,IWSY
9/5/2008,JDMO,RINO
9/5/2008,MOBE,IGOI
8/5/2008,LUM,LUMCQ
8/5/2008,IPA,IPAH
8/5/2008,ENON,HEVVQ
7/5/2008,NWEC,NWE
7/5/2008,CBHI,GBNK
7/5/2008,CSG,CDSCY
5/5/2008,WSPI,WEB
2/5/2008,PRB,PPRBQ
1/5/2008,BER,WRB
1/5/2008,TOC,TRI
1/5/2008,JRC,JRCOQ
1/5/2008,UGTH,HTM
30/4/2008,HOMF,INCB
22/4/2008,GDTN,YONG
4/4/2008,ESPD,BGC
31/3/2008,TBLC,TLRS
31/3/2008,FMT,RELYQ
31/3/2008,MZ,MZIAQ
31/3/2008,AYXC,MDXG
31/3/2008,KPN,KKPNY
31/3/2008,ENEI,HEVVQ
31/3/2008,HDL,HDLM
31/3/2008,GTRE,GTE
31/3/2008,NRMX,BLU
31/3/2008,AHN,AHNA
28/3/2008,QSC,QCOR
28/3/2008,BSM,PRSNQ
27/3/2008,NOGS,NOG
27/3/2008,VNT,CANUY
26/3/2008,OTD,OTODQ
26/3/2008,DIO,DIOMQ
25/3/2008,AVCI,SOAP
25/3/2008,HB,HRC
25/3/2008,IRN,DINE
24/3/2008,SCT,SKRRF
20/3/2008,GHQ.U,IRDM
19/3/2008,MHA,TGTX
18/3/2008,WRNC,WRC
17/3/2008,SIMYY,SMSMY
17/3/2008,COPA,CPAH
14/3/2008,PAX.U,KW
12/3/2008,NVH,NRVHQ
