date,old_ticker,new_ticker
3/8/1999,ABH,ABHH
2/8/1999,MGPV,MCF
2/8/1999,ABN,ABNTQ
30/7/1999,SVG,SVEIA
26/7/1999,SNTC,MMGR
20/7/1999,UAI,UNSF
14/7/1999,AMFM,AFM
12/7/1999,GFI,GFIHQ
8/7/1999,PHRX,NMFG
6/7/1999,MELI,ESHR
1/7/1999,SEVL,LTWO
1/7/1999,EXTH,KINS
25/6/1999,PHSYA,PHS
23/6/1999,PRAN,PNHI
11/6/1999,DIPL,STLE
9/6/1999,FLYT,GTLL
9/6/1999,MXG,FRAE
7/6/1999,OCOM,TPLQ
27/5/1999,EXTL,EGLO
17/5/1999,MDXR,INVI
13/5/1999,PLU,PLUAQ
10/5/1999,ASMC,MWEB
5/5/1999,ALYD,IACH
4/5/1999,IHNI,LSCG
3/5/1999,HUBC,HU
3/5/1999,FIIF,GSVE
30/4/1999,MSSI,ILIU
28/4/1999,JEF,ITG
26/4/1999,PLUS,PLSSQ
23/4/1999,OHSI,VSNA
20/4/1999,MMAC,VCST
19/4/1999,TTG,TTXGQ
19/4/1999,STA,STAZQ
19/4/1999,NMD,NTME
14/4/1999,MFSI,GLBN
14/4/1999,ALTA,ATGDQ
13/4/1999,CYI,CYII
12/4/1999,DH,TGT
9/4/1999,CYTL,IDMI
8/4/1999,RN,NGH
31/3/1999,SGO,OEI
29/3/1999,CHSE,CHSWQ
26/3/1999,PBMI,PBME
24/3/1999,NRID,IDPIQ
22/3/1999,PFNT,PNLG
19/3/1999,BBK,TFC
18/3/1999,FTEL,FKLT
9/3/1999,FTIC,FCN
8/3/1999,HART,NCNXQ
2/3/1999,RECY,RECQQ
1/3/1999,KVN,KMMN
26/2/1999,PPI,PPIP
24/2/1999,MBIO,URGP
23/2/1999,CMP,CHCR
18/2/1999,HVNV,GRKA
17/2/1999,FAXX,NTMV
16/2/1999,SIMC,LABT
16/2/1999,RII,AN
12/2/1999,RYO,ROAKF
12/2/1999,PSQL,EPIC
11/2/1999,TPEG,NTCS
10/2/1999,DGSI,DLHC
29/1/1999,CMI,CPMIQ
29/1/1999,AAV,AVATQ
29/1/1999,INC,AMCS
25/1/1999,NM,ETVL
25/1/1999,AGP,AMPPQ
21/1/1999,LGCY,TVCE
20/1/1999,LQMD,WAYS
20/1/1999,TEL,TELC
19/1/1999,SMTK,STKTQ
19/1/1999,RDUS,DODV
14/1/1999,IMTAA,IMTKA
13/1/1999,VALE,VSLC
13/1/1999,WPOG,RPRS
13/1/1999,COM,CWYM
7/1/1999,CCVD,ELGXQ
6/1/1999,OVON,OISO
3/1/1999,SUMT,CRSC
28/12/2000,LTV,LTVCQ
22/12/2000,BRAD,BLEEQ
21/12/2000,JFAX,ZD
21/12/2000,LDW.B,LDWIF
18/12/2000,ARGX,ACX
15/12/2000,ESOL,EPYSQ
15/12/2000,TELU,CVST
7/12/2000,USBC,UBMSQ
5/12/2000,REL,RELH
1/12/2000,GIFT,GSVE
28/11/2000,TPC,TPAM
22/11/2000,UCP,UCPC
20/11/2000,UPX,UPXE
16/11/2000,ETV,ETVL
16/11/2000,EMP,EMPIQ
16/11/2000,EMCG,EME
14/11/2000,SIII,SBLUQ
14/11/2000,RMII,ICCXQ
14/11/2000,PIN,AMBWQ
13/11/2000,BAGD,ZANE
13/11/2000,UHTS,UVE
13/11/2000,PTX,PWTXQ
10/11/2000,SBIG,SBBG
3/11/2000,PHCM,GEG
23/10/2000,PE,EXC
19/10/2000,COMT,MMUS
12/10/2000,AFV,AQCY
11/10/2000,INET,IRNE
11/10/2000,INTXA,INRSA
29/9/2000,EPTO,OSUR
29/9/2000,MLK,MLKIQ
29/9/2000,ANCO,ANMP
27/9/2000,DWTI,LDSD
11/9/2000,PCMS,WVWCQ
7/9/2000,INDYY,INYYQ
7/9/2000,HDG,ACUR
1/9/2000,ALMI,NQLIQ
1/9/2000,CHS,CHBD
30/8/2000,UDG,UDGI
28/8/2000,ELTX,VRSOQ
24/8/2000,FWRX,KMBC
17/8/2000,TTGN,TTG
15/8/2000,HMY,HMYRQ
14/8/2000,PMIS,NVEC
11/8/2000,NETV,SGRZ
10/8/2000,BOCI,HEVVQ
7/8/2000,ALTN,SYNI
2/8/2000,KS,KSEVQ
2/8/2000,ARB,ARL
1/8/2000,EBC,BN
31/7/2000,SYPM,CMKC
27/7/2000,BFCI,CBKCQ
18/7/2000,DYNA,ACTRQ
17/7/2000,JBM,MYR
17/7/2000,ASPC,INGE
14/7/2000,AAIR,AAI
13/7/2000,SSC,SSMR
13/7/2000,MRMY,MRY
10/7/2000,MRA,MTOR
7/7/2000,SVEV,SVELY
3/7/2000,BEL,VZ
3/7/2000,APZ,AIT
30/6/2000,MND.A,MND
29/6/2000,ABLC,HGLI
29/6/2000,AOP,AOPL
23/6/2000,MBE,MBEW
22/6/2000,GHV,GHVIQ
15/6/2000,FRA,FRAE
9/6/2000,BE,BENGF
8/6/2000,JNKN,MKID
31/5/2000,TBI,VRC
31/5/2000,IJNT,UBNTQ
31/5/2000,CELN,IMNN
19/5/2000,ATY,GCSAY
17/5/2000,ICO,ICPXQ
15/5/2000,PCSN,AAIIQ
12/5/2000,MFCV,PREM
12/5/2000,ETIN,DGLHQ
10/5/2000,CWC,AVC
8/5/2000,PHL,PLHYQ
24/4/2000,ATC,TMRK
20/4/2000,ZMAX,WYY
18/4/2000,WMD,WMDB
18/4/2000,SONI,UDWKQ
17/4/2000,IBET,TWOC
14/4/2000,ADRN,MIGS
12/4/2000,VLAB,EMRT
5/4/2000,DBG,DBGC
3/4/2000,HS,CHSWQ
31/3/2000,MTC,PHA
31/3/2000,ACX,GPK
30/3/2000,TAN,RSHCQ
30/3/2000,PMA,PPMIQ
30/3/2000,HWYM,MNPQC
28/3/2000,RSII,FLCGQ
28/3/2000,WPNE,CUSM
28/3/2000,RENG,BPOM
21/3/2000,HDIE,HCDC
17/3/2000,SLCM,SVELY
15/3/2000,CAFC,TSFG
10/3/2000,ODSI,INTZ
7/3/2000,KSR,KGHI
6/3/2000,FLCI,USOL
3/3/2000,PSJ,PSJEY
1/3/2000,IQIQ,VLNK
1/3/2000,LWN,LOWGQ
28/2/2000,HPK,PNK
25/2/2000,CVH,RLH
17/2/2000,PZN,CXW
16/2/2000,ASYM,CLKS
15/2/2000,VEI,PRZ
15/2/2000,NCBE,IBNKQ
14/2/2000,NSP,XEL
14/2/2000,CYSP,GSVI
11/2/2000,IWBK,PNWB
11/2/2000,NSBC,FSBK
9/2/2000,CHI,FRRG
9/2/2000,DMC.A,DMCSQ
8/2/2000,ETEL,ZPLSQ
7/2/2000,MSPG,ELNK
2/2/2000,NAH,NAHHQ
1/2/2000,SUNS,SUHI
1/2/2000,IWIN,PRMO
1/2/2000,IMTN,IRM
1/2/2000,CNKT,CNTK
28/1/2000,EGLW,EAGB
28/1/2000,FSFH,BTOB
27/1/2000,CHM,SCCS
27/1/2000,WHJI,JWLR
24/1/2000,DWEB,EBTBQ
20/1/2000,BAMB,IPIXQ
20/1/2000,MTRO,EVI
14/1/2000,ELIN,ELOT
10/1/2000,ODIS,EXLN
3/1/2000,ETHI,AMRN
31/12/2001,UTIN,UTGN
31/12/2001,UBI,UBDT
26/12/2001,ITX,ITXG
24/12/2001,SWZA,DFODQ
24/12/2001,ACTM,AMNUQ
18/12/2001,GTN,GTNOQ
18/12/2001,DMC,DMCSQ
12/12/2001,KES,KESNQ
11/12/2001,HIC,HIGPQ
5/12/2001,WBPR,WHCI
23/11/2001,NFF.A,NFFCA
23/11/2001,AGA,AGATQ
14/11/2001,BUR,BRLGQ
13/11/2001,THM,TOOD
12/11/2001,ANCX,ANCJQ
7/11/2001,BTC,BKTC
5/11/2001,CBRYA,NRCNA
5/11/2001,HTH,HTHEQ
1/11/2001,JIT,PTACQ
1/11/2001,MCDE,ETRXQ
19/10/2001,STXD,PESXQ
11/10/2001,CGZ,CGZT
9/10/2001,PRD,PRDCQ
5/10/2001,COC.B,COC
5/10/2001,ACGX,ASGXF
4/10/2001,PING,EF
1/10/2001,KLT,GXP
1/10/2001,CHV,CVX
26/9/2001,NZRO,UNTD
24/9/2001,EGGS,EGHDQ
21/9/2001,FSLB,MSBK
14/9/2001,MOTR,PRES
5/9/2001,WS,WRTLQ
5/9/2001,RHEM,PROI
21/8/2001,MBRN,MBNEQ
20/8/2001,CDL,RDI
14/8/2001,TTA,TZMT
14/8/2001,INFO,TCX
9/8/2001,OPUS,AMSI
6/8/2001,SNHK,SDRV
27/7/2001,HMK,HMLOQ
25/7/2001,NWCI,BAGL
23/7/2001,KAB,FRM
17/7/2001,GCG,GNMP
17/7/2001,EZR,EYRDQ
12/7/2001,TFT,KAI
3/7/2001,ESPS,LQNT
2/7/2001,MATH,IFUL
1/7/2001,IFMX,ASCL
27/6/2001,SBLI,AHNA
22/6/2001,BHW,VLCY
22/6/2001,IBSX,DIGF
18/6/2001,INCX,AMCS
12/6/2001,HCO.A,HCOIQ
12/6/2001,GCX,GCCXQ
7/6/2001,WAC,WACGQ
4/6/2001,CYPH,OPK
26/5/2001,CVTY,CVH
21/5/2001,UNSRA,MAGI
18/5/2001,HSI,HMSI
16/5/2001,CNS,BIGGQ
15/5/2001,SESI,SPNX
15/5/2001,GBIC,LTS
11/5/2001,ALBM,RGRX
11/5/2001,UNIT,KMPR
9/5/2001,CORX,RSPI
8/5/2001,OTR,OTRX
1/5/2001,ALLS,INXI
30/4/2001,TCTY,LVWD
30/4/2001,TTE,LNW
27/4/2001,BATS,WIRX
25/4/2001,TWRS,CCI
24/4/2001,WLK,WLKNQ
24/4/2001,PIX,PIXG
20/4/2001,VINF,FNIS
17/4/2001,AMW,AMWT
16/4/2001,COLO,SPRI
12/4/2001,TUI,TUIC
11/4/2001,CHCS,CHS
9/4/2001,BIPL,APNO
4/4/2001,HPS,PVST
4/4/2001,PAP,APUUY
4/4/2001,APTD,APT
3/4/2001,BCU,BCPUQ
2/4/2001,CNTR,MBNEQ
2/4/2001,HAWK,EMEX
27/3/2001,MNES,MSA
26/3/2001,IIN,ITT
16/3/2001,VSIN,SMRL
14/3/2001,BTBC,ERBA
14/3/2001,MEDJ,ATRS
8/3/2001,OG,CVGYQ
7/3/2001,SING,RIME
2/3/2001,DYGN,ABLSQ
1/3/2001,UBHO,UBOH
27/2/2001,FSR,USB
23/2/2001,IZAP,RSTR
21/2/2001,THD,THDS
15/2/2001,LPHL,SSTRF
14/2/2001,TEUR,SONW
14/2/2001,PRG,PRGP
13/2/2001,CCBC,CCBEF
12/2/2001,FWIS,VRDOQ
12/2/2001,SCOC,TTLA
6/2/2001,COP,BH
5/2/2001,HLRT,MED
1/2/2001,FTR,FTERQ
26/1/2001,USPN,USHS
26/1/2001,MDCL,ADYN
24/1/2001,WH,PAS
19/1/2001,NESI,ONSP
19/1/2001,ECTL,EWTLQ
17/1/2001,NBCP,FNFG
12/1/2001,AOL,TWX
11/1/2001,OSE,OSYM
5/1/2001,IPAC,OSEE
5/1/2001,CXIL,INBP
3/1/2001,BILL,WHLM
2/1/2001,OMGA,TRAD
2/1/2001,TMAM,TMOSQ
2/1/2001,CMB,JPM
31/12/2002,FRG,FRRG
27/12/2002,GWGO,GWLIF
26/12/2002,AAGI,MAGI
23/12/2002,ULTK,MDIZQ
20/12/2002,MDFT,MED
18/12/2002,TRDRA,TRDFF
12/12/2002,ALLY,BYI
11/12/2002,NEOT,SPPI
2/12/2002,TRDR,TRDFF
27/11/2002,JTWO,NLMP
27/11/2002,HGMCY,HMY
22/11/2002,CMLH,WULF
22/11/2002,KRUZ,DHCC
19/11/2002,FXSO,FSI
14/11/2002,DMIC,STXN
14/11/2002,SLC,SLF
14/11/2002,OH,OKWHQ
14/11/2002,SOFN,AMIC
22/10/2002,EZM.A,EZEM
21/10/2002,PPRO,PROEQ
18/10/2002,INPM,HEVVQ
15/10/2002,SFT,SFTC
15/10/2002,INTM,MECK
3/10/2002,CFWY,CFWEQ
2/10/2002,KCIN,BGPTQ
2/10/2002,AGT,AIMG
1/10/2002,PRW,PRWK
30/9/2002,FMM,FFPM
26/9/2002,CGR,CGRTQ
24/9/2002,U,UAWGQ
12/9/2002,ZCC,ZCCCF
6/9/2002,RELS,APLD
3/9/2002,P,COP
23/8/2002,FCM,FKLT
21/8/2002,ADBI,NTLNF
16/8/2002,REI,CNP
13/8/2002,DCH,DCHT
7/8/2002,CNC,CNCEQ
5/8/2002,DESI,DXLG
5/8/2002,CMDL,CMDZQ
1/8/2002,SLI,SLIXQ
31/7/2002,KME,KMEDQ
30/7/2002,COTT,PRMB
25/7/2002,IGR,INGA
25/7/2002,DINE,DENN
24/7/2002,MMH,IHR
17/7/2002,CHBS,CBKCQ
16/7/2002,PNO,PNOIQ
15/7/2002,WCOM,WCOEQ
15/7/2002,MED,MDDVQ
15/7/2002,MCIT,MCWEQ
10/7/2002,AGI,APNI
9/7/2002,SUT,SRTOQ
9/7/2002,INIT,ILNTQ
5/7/2002,NUTX,SCLR
1/7/2002,PHON,ECTE
28/6/2002,GBT,GBTI
27/6/2002,ATRKC,MNPQC
26/6/2002,TWH,AHCI
25/6/2002,FDY,AHNCQ
19/6/2002,STFF,GVHR
17/6/2002,AHAA,SWKS
17/6/2002,NAHC,LYRI
17/6/2002,URCO,LPAD
13/6/2002,CACOA,CATO
12/6/2002,BS,BHMSQ
10/6/2002,RLCO,ORCG
6/6/2002,MTLC,ENTP
30/5/2002,UREC,LPAD
29/5/2002,DRCT,EDLG
17/5/2002,ENP,EPCN
17/5/2002,SENO,ELOX
17/5/2002,ASFC,AF
15/5/2002,GBNK,CSBC
15/5/2002,SABC,BTFG
14/5/2002,RADX,ELGXQ
10/5/2002,DAGR,PXFG
10/5/2002,NMUS,MMUS
8/5/2002,J,EPHC
7/5/2002,TRII,EFJI
6/5/2002,HWP,HPQ
26/4/2002,GRDN,GDTI
16/4/2002,HII,HCISQ
10/4/2002,SHN,SHOY
1/4/2002,MM,MLRMF
1/4/2002,ISIP,IONS
29/3/2002,SPO,UDWKQ
28/3/2002,COV,CVGYQ
21/3/2002,UCU,ILA
18/3/2002,HMSR,DARA
13/3/2002,SKI,AESK
11/3/2002,MWB,MWEB
4/3/2002,STUR,STBI
1/3/2002,EFTC,SUNN
26/2/2002,SERV,SSVG
26/2/2002,AX,ASGXF
25/2/2002,HPII,HOMZQ
14/2/2002,VERP,VRGE
14/2/2002,TEKS,DYNK
13/2/2002,MTP,TCAHQ
12/2/2002,CTCQ,DLPX
8/2/2002,INCU,ZANE
7/2/2002,GHVE,NCRX
5/2/2002,FECC,BREK
1/2/2002,RVST,ITAH
31/1/2002,GTNR,CLRO
25/1/2002,IBUY,STYLA
23/1/2002,SCOT,SKRRF
17/1/2002,SACM,BKYI
15/1/2002,ENE,ENRNQ
4/1/2002,GNL,GYLDQ
31/12/2003,FLST,APLD
30/12/2003,FTS,FTAR
26/12/2003,XWC,WWRL
18/12/2003,MXR,RCOCQ
17/12/2003,DMI,ASRT
15/12/2003,LSBD,LXU
11/12/2003,PIC,PICZQ
10/12/2003,CUM,CMI
8/12/2003,WHC,GEO
4/12/2003,POI,PONE
2/12/2003,AB,CEXP
1/12/2003,GHVI,NCRX
13/11/2003,TELM,DZSI
12/11/2003,IDPH,BIIB
5/11/2003,JAS.B,JAS
30/10/2003,NWPC,GPWI
21/10/2003,ZAPS,BERK
16/10/2003,CNTE,CNC
15/10/2003,MPH,CPNT
13/10/2003,FLH,RCSFY
8/10/2003,KIT,KTMC
7/10/2003,NOVI,CLDA
6/10/2003,SYNC,ACNT
29/9/2003,TIGA,TIKRF
29/9/2003,MHMY,CFGI
25/9/2003,COE,CJML
18/9/2003,ODETB,ITRSB
18/9/2003,ODETA,ITI
12/9/2003,CEP,CPSJY
10/9/2003,PROH,GALT
20/8/2003,UVEW,VPGC
20/8/2003,RDGI,PED
13/8/2003,GRTS,TSA
13/8/2003,SLT,SVRTY
1/8/2003,BVRT,TNOLF
1/8/2003,MNTR,MNT
31/7/2003,PNWK,PNOT
24/7/2003,VNCI,TPLQ
24/7/2003,MTY,MTYG
23/7/2003,HMD,HLMD
15/7/2003,TNR,TNRA
15/7/2003,SVI,RTPRQ
15/7/2003,MIR,MIRKQ
15/7/2003,AOR,AURFQ
1/7/2003,STAD,STUA
1/7/2003,SIDT,NMGX
1/7/2003,DKWD,DKHR
1/7/2003,CBCL,CBCRQ
30/6/2003,RPP,PRLE
30/6/2003,MAP,MAM
27/6/2003,TLXS,PRXM
23/6/2003,USAI,MTCH
20/6/2003,USI,JJZ
16/6/2003,ATEC,IPAH
16/6/2003,ABR,APBL
6/6/2003,PHSY,PHS
2/6/2003,SHM,SFFPQ
2/6/2003,QCCM,QMMI
28/5/2003,CALY,CBMC
27/5/2003,MCL,MWI
23/5/2003,XMM,CMKC
15/5/2003,CALD,SCOXQ
15/5/2003,ALHY,NYNY
13/5/2003,BPRX,BDY
12/5/2003,MMTH,CJBK
7/5/2003,BBIOY,VNLPY
5/5/2003,PZB,BCO
30/4/2003,TMPW,MWW
29/4/2003,LASE,LRST
23/4/2003,KVNM,KMMN
16/4/2003,IHTC,INBP
9/4/2003,SYCM,SVUL
4/4/2003,KOREA,KTHUF
2/4/2003,UNR,UNRMY
2/4/2003,UAL,UALAQ
2/4/2003,TL,CSAOY
1/4/2003,FLM,FLMIQ
31/3/2003,FBG,AAIC
26/3/2003,TAA,TCAHQ
26/3/2003,RGIS,RGS
25/3/2003,TWK,TWKGQ
25/3/2003,MXB,MXBTF
21/3/2003,IVAG,CSNY
17/3/2003,SEI,SELA
14/3/2003,SYBB,HKRRF
12/3/2003,EDG,EPEDQ
12/3/2003,BND,BDLSQ
3/3/2003,FND,FXBY
28/2/2003,MMG,MTRM
26/2/2003,FPHC,FSPKY
25/2/2003,MDM,IAGI
21/2/2003,KAP,SRSK
4/2/2003,NSCI,DSS
31/1/2003,SABB,PCBC
28/1/2003,HYSQ,ORKA
23/1/2003,RHM,PROI
10/1/2003,SV,JNS
10/1/2003,POC,CUK
10/01/2003,BEER,BRBMF
22/12/2004,URT,LPAD
21/12/2004,TACQ,BUF
16/12/2004,SRG,ORNHQ
14/12/2004,IMR,ARS
13/12/2004,BNSXA,BNSSA
03/12/2004,JNEI,EPHC
02/12/2004,ITRSA,ITI
02/12/2004,ATH,ELV
30/11/2004,KML,KMLCF
16/11/2004,SIGY,SIG
16/11/2004,CCLH,KADR
16/11/2004,MHC,ELS
15/11/2004,CHRB,CHNR
29/10/2004,XLA,XLACF
29/10/2004,SNTK,SNKTY
29/10/2004,NXUS,PNTR
29/10/2004,MIKN,PGICQ
29/10/2004,URMP,OBQI
29/10/2004,NLPN,NLMP
29/10/2004,OLY,NHLD
29/10/2004,ROXI,NAPS
29/10/2004,IST,MT
29/10/2004,KIND,KND
29/10/2004,HZYM,HALO
29/10/2004,GASE,GSXN
29/10/2004,GNAC,GANS
29/10/2004,VCBE,CHUC
29/10/2004,HNNS,AIRI
29/10/2004,ADTK,ADEP
27/10/2004,MDPA,MDF
27/10/2004,AND,ANDR
25/10/2004,IGL,MOS
22/10/2004,BCC,OMX
21/10/2004,TDI,TWIN
21/10/2004,BTY,BTTGY
19/10/2004,NABC,NAL
19/10/2004,FCP,FCPR
14/10/2004,CORV,BWNG
12/10/2004,CO,CRRP
12/10/2004,CKC,CKCRQ
08/10/2004,IMIX,MIX
06/10/2004,STHLY,TIMHY
06/10/2004,DRXR,LCRD
06/10/2004,ASE,ASEI
05/10/2004,CERI,WSII
05/10/2004,NCEN,NEWCQ
05/10/2004,BIV,BIVN
01/10/2004,HUF,HUFCQ
28/09/2004,PRC,PROI
24/09/2004,ABCX,MDIZQ
23/09/2004,BGY,BGYNY
08/09/2004,EMLR,TLON
04/09/2004,GBH,GBHDQ
02/09/2004,BBII,PBIO
27/08/2004,VPTI,VTNRQ
26/08/2004,MLSP,TSTC
23/08/2004,RED,REDL
17/08/2004,ACOC,TRKAQ
16/08/2004,EVCL,SORL
16/08/2004,CHGO,BJRI
16/08/2004,HDGC,ACUR
13/08/2004,PSON,GPIC
13/08/2004,WSFG,BHBCQ
10/08/2004,CTIM,LCGI
03/08/2004,ACAI,FLYIQ
02/08/2004,RJR,RAI
30/07/2004,TRLY,TRRA
30/07/2004,SRV,SCI
30/07/2004,MSTM,NHRX
30/07/2004,PXGP,LSCG
30/07/2004,PVII,GWLKQ
30/07/2004,DJT,DJTCQ
30/07/2004,CYPT,CBMC
30/07/2004,ANTR,ATRS
30/07/2004,ANR,ANNRF
29/07/2004,WSBK,WIBC
29/07/2004,VVN,VTNC
27/07/2004,VEIX,EGY
23/07/2004,VNLS,VNLPY
23/07/2004,MCTL,EMRI
21/07/2004,EUNI,MIX
20/07/2004,PCOM,WVWCQ
20/07/2004,KTHK,KHKH
19/07/2004,NMMG,OIGBQ
19/07/2004,IMGG,CXDO
19/07/2004,ALPG,APNI
16/07/2004,BYRS,SAAS
16/07/2004,INHO,IHC
16/07/2004,CDT,BDC
15/07/2004,MCIA,MCIP
15/07/2004,II,EQUI
15/07/2004,RLYI,EPM
14/07/2004,LBRTQ,LBTE
12/07/2004,APGOU,HIL
12/07/2004,HFFB,FIFG
09/07/2004,SEIEQ,SELA
09/07/2004,THIN,NTRI
09/07/2004,GXY,GXYF
06/07/2004,WAVC,WAVR
02/07/2004,OE,OBTLY
02/07/2004,NET,MFE
02/07/2004,FRM,FRDMQ
02/07/2004,AHMH,AHMIQ
01/07/2004,SEGZ,XPO
01/07/2004,LBRT,LBTE
01/07/2004,AELA,CSCIF
21/06/2004,EY,NEU
16/06/2004,RRR,CHE
15/06/2004,RYFL,EACO
11/06/2004,RGB,DFZ
07/06/2004,SMKE,AXPWQ
26/05/2004,RDDB,BOCH
23/05/2004,NIAG,NGCN
20/05/2004,CDG,CDURQ
18/05/2004,PEQM,HQSM
14/05/2004,LQID,LQCI
07/05/2004,SMOL,SMRL
07/05/2004,INV,AMNT
04/05/2004,NPRO,TPPHQ
04/05/2004,LBI,FACO
30/04/2004,MTON,WOWI
30/04/2004,VONE,VNEC
30/04/2004,UFM,UFMC
30/04/2004,OCQ,ONEI
30/04/2004,NESO,NEST
30/04/2004,GEOG,GGLR
30/04/2004,GEXC,GEXA
30/04/2004,FVCX,FVCCQ
30/04/2004,EPC,EPCYY
30/04/2004,EVOR,ENDRQ
30/04/2004,AXES,AXST
29/04/2004,MPOW,MPE
29/04/2004,IBC,IBCIQ
29/04/2004,USHG,AERG
28/04/2004,GUC,GUCG
27/04/2004,PCYL,PCYO
27/04/2004,GUSH,CANRQ
23/04/2004,DLW,DLWI
22/04/2004,TMZ,TZMT
22/04/2004,FTN,FHN
22/04/2004,VNDC,EGT
22/04/2004,DCSS,DSS
21/04/2004,IBUYA,STYLA
20/04/2004,CTOO,TLCX
19/04/2004,AGH,ATPL
16/04/2004,GENE,OSCIQ
15/04/2004,CTTV,PTEIQ
13/04/2004,CSA,CSAOY
08/04/2004,NMC,TZMT
07/04/2004,CEACU,ETWC
07/04/2004,ELIN,ELURQ
06/04/2004,NMNN,SDON
06/04/2004,MWL,CVOVQ
05/04/2004,SPC,TRV
02/04/2004,CIO,COIB
30/03/2004,MPVI,MPVDF
30/03/2004,IRI,IRIS
30/03/2004,EVTP,CKGRQ
30/03/2004,INST,CHUC
30/03/2004,LSER,BCST
25/03/2004,SFGD,SFGH
17/03/2004,SIMU,SLP
10/03/2004,SUHG,SBRA
08/03/2004,LVMH,LVMUY
08/03/2004,ILNK,HGBL
05/03/2004,DDIO,DDIC
27/02/2004,SOI,SOLUQ
25/02/2004,BDE,BDLN
20/02/2004,BEI,BEQIF
06/02/2004,TPZ,TPZG
03/02/2004,RPRN,REPTQ
02/02/2004,MEDM,NPTH
02/02/2004,MNPL,MNPQC
02/02/2004,CXP,EXP
30/01/2004,FSFY,APLD
29/01/2004,PHGN,IRMC
29/01/2004,ALTS,ERPS
22/01/2004,PSC,WTRG
20/01/2004,DRF,DVERQ
18/01/2004,METHA,MEI
15/01/2004,NMN,SDON
15/01/2004,ADH,AHCI
08/01/2004,ARCT,ACRTQ
07/01/2004,SRN,SRNN
30/12/2005,TLL,TLLEQ
30/12/2005,MNSC,MSCS
30/12/2005,ISR,INXI
30/12/2005,HED,HEDYY
30/12/2005,BIZ,DSLN
30/12/2005,CKN,CKNN
30/12/2005,ABRXQ,ABLSQ
29/12/2005,MWD,MS
28/12/2005,WECP,WHIT
27/12/2005,SCH,SCHW
27/12/2005,DHB,PBSOQ
23/12/2005,AHC,HES
22/12/2005,GBEL,GRBEQ
22/12/2005,APPPQ,AMPPQ
21/12/2005,MTF,MUFG
21/12/2005,MS,MLSS
21/12/2005,IES,IESC
19/12/2005,SLH,BEE
16/12/2005,ULTR,UDTA
16/12/2005,XEDA,ITAH
15/12/2005,STGS,SSINQ
14/12/2005,RCF,RCFO
14/12/2005,CNCAU,HOLI
13/12/2005,NKBS,NEWT
12/12/2005,CPN,CPNLQ
05/12/2005,AFC,THG
05/12/2005,VIA,PSKY
02/12/2005,INB,INBP
02/12/2005,RGBC,DFZ
01/12/2005,FAACU,TSSI
01/12/2005,HNAB,TLON
01/12/2005,RSTG,RZTIQ
01/12/2005,RFX,RFXCQ
01/12/2005,BSDM,PRSNQ
01/12/2005,MRI.A,MCRAA
01/12/2005,ROOG,KITDQ
01/12/2005,ITRD,JAV
01/12/2005,FPPC,FPPP
01/12/2005,FMXI,FMXLQ
01/12/2005,DAL,DALRQ
29/11/2005,RCO,RCOCQ
22/11/2005,PHEL,PHIIQ
22/11/2005,SSFT,NUAN
22/11/2005,CIBI,CIBN
21/11/2005,SBC,T
21/11/2005,MCHM,MACM
21/11/2005,DFS,LENXQ
16/11/2005,BNN,BN
15/11/2005,SSRV,UPHN
14/11/2005,OCA,OCAI
07/11/2005,WTRS,ZRBA
03/11/2005,MPQ,MPQI
01/11/2005,TBC,TSTY
28/10/2005,JWL,JWLR
25/10/2005,WNI,SHF
19/10/2005,IFT,LPAD
06/10/2005,GRU,ANSW
26/09/2005,THV,THVW
21/09/2005,DHC,CVA
20/9/2005,WEH,RLH
19/9/2005,ESWB,TCRT
16/9/2005,GMAI,SPGZ
16/9/2005,CVSN,CLRT
2/9/2005,HBY,ACGN
31/8/2005,MHTT,TGTX
31/8/2005,SITI,SLSZQ
31/8/2005,SGI,SGID
31/8/2005,WSRT,QSGI
31/8/2005,FTG,OIVO
31/8/2005,EXBT,MGXX
31/8/2005,CSII,CVNSQ
31/8/2005,XNWK,CPAH
31/8/2005,CDN,CDNS
31/8/2005,FOB,BOYD
30/8/2005,DJTE,TRMPQ
30/8/2005,DPH,DPHIQ
30/8/2005,AVR,AVTI
29/8/2005,YDIW,PRXM
29/8/2005,GNT,GENTY
29/8/2005,BBOI,BBCZ
26/8/2005,TPR,PLNTQ
26/8/2005,XTRN,APNO
26/8/2005,ACOM,ACLI
25/8/2005,ICDG,ICOPQ
24/8/2005,TMDN,TZMT
24/8/2005,TMAS,TMAV
24/8/2005,VITX,PANC
24/8/2005,UNGL,GBLI
23/8/2005,PCMC,WVWCQ
23/8/2005,PRL,PRLIQ
23/8/2005,IPCX,IPCS
22/8/2005,CSWA,WLKR
19/8/2005,CSTC,HYDGQ
19/8/2005,ACRS,HGBL
17/8/2005,SBTV,TVSFF
17/8/2005,TCOW,TCX
16/8/2005,LSRI,LSR
12/8/2005,KBLHU,SUMR
12/8/2005,CAMY,CASM
12/8/2005,AUTH,AUZR
10/8/2005,HAF.EC,HALL
9/8/2005,EPMN,IDMI
5/8/2005,CRB.U,ACNI
4/8/2005,NOUT,LSAK
1/8/2005,BTX,LCTX
1/8/2005,NRD,FALB
1/8/2005,WEGC,CKGRQ
1/8/2005,CK,CEMJQ
1/8/2005,AOBO,AOBI
